30,1,-1
30,1,-1
30,1,-1
30,1,-1
30,1,-1
30,1,-1
30,1,-1
30,1,-1
30,1,-1
30,1,-1
30,3,-1
30,3,-1
30,3,-1
30,3,-1
30,3,-1
30,3,-1
30,3,-1
30,3,-1
30,3,-1
30,3,-1
30,5,-1
30,5,-1
30,5,-1
30,5,-1
30,5,-1
30,5,-1
30,5,-1
30,5,-1
30,5,-1
30,5,-1
30,7,-1
30,7,-1
30,7,-1
30,7,-1
30,7,-1
30,7,-1
30,7,-1
30,7,-1
30,7,-1
30,7,-1
30,9,-1
30,9,-1
30,9,-1
30,9,-1
30,9,-1
30,9,-1
30,9,-1
30,9,-1
30,9,-1
30,9,-1
30,11,-1
30,11,-1
30,11,-1
30,11,-1
30,11,-1
30,11,-1
30,11,-1
30,11,-1
30,11,-1
30,11,-1
30,13,-1
30,13,-1
30,13,-1
30,13,-1
30,13,-1
30,13,-1
30,13,-1
30,13,-1
30,13,-1
30,13,-1
30,15,-1
30,15,-1
30,15,-1
30,15,-1
30,15,-1
30,15,-1
30,15,-1
30,15,-1
30,15,-1
30,15,-1
30,17,-1
30,17,-1
30,17,-1
30,17,-1
30,17,-1
30,17,-1
30,17,-1
30,17,-1
30,17,-1
30,17,-1
30,19,-1
30,19,-1
30,19,-1
30,19,-1
30,19,-1
30,19,-1
30,19,-1
30,19,-1
30,19,-1
30,19,-1
30,21,-1
30,21,-1
30,21,-1
30,21,-1
30,21,-1
30,21,-1
30,21,-1
30,21,-1
30,21,-1
30,21,-1
30,23,-1
30,23,-1
30,23,-1
30,23,-1
30,23,-1
30,23,-1
30,23,-1
30,23,-1
30,23,-1
30,23,-1
30,25,-1
30,25,-1
30,25,-1
30,25,-1
30,25,-1
30,25,-1
30,25,-1
30,25,-1
30,25,-1
30,25,-1
30,27,-1
30,27,-1
30,27,-1
30,27,-1
30,27,-1
30,27,-1
30,27,-1
30,27,-1
30,27,-1
30,27,-1
30,29,-1
30,29,-1
30,29,-1
30,29,-1
30,29,-1
30,29,-1
30,29,-1
30,29,-1
30,29,-1
30,29,-1
28,29,-1
28,29,-1
28,29,-1
28,29,-1
28,29,-1
28,29,-1
28,29,-1
28,29,-1
28,29,-1
28,29,-1
26,29,-1
26,29,-1
26,29,-1
26,29,-1
26,29,-1
26,29,-1
26,29,-1
26,29,-1
26,29,-1
26,29,-1
24,29,-1
24,29,-1
24,29,-1
24,29,-1
24,29,-1
24,29,-1
24,29,-1
24,29,-1
24,29,-1
24,29,-1
22,29,-1
22,29,-1
22,29,-1
22,29,-1
22,29,-1
22,29,-1
22,29,-1
22,29,-1
22,29,-1
22,29,-1
20,29,-1
20,29,-1
20,29,-1
20,29,-1
20,29,-1
20,29,-1
20,29,-1
20,29,-1
20,29,-1
20,29,-1
18,29,-1
18,29,-1
18,29,-1
18,29,-1
18,29,-1
18,29,-1
18,29,-1
18,29,-1
18,29,-1
18,29,-1
16,29,-1
16,29,-1
16,29,-1
16,29,-1
16,29,-1
16,29,-1
16,29,-1
16,29,-1
16,29,-1
16,29,-1
14,29,-1
14,29,-1
14,29,-1
14,29,-1
14,29,-1
14,29,-1
14,29,-1
14,29,-1
14,29,-1
14,29,-1
12,29,-1
12,29,-1
12,29,-1
12,29,-1
12,29,-1
12,29,-1
12,29,-1
12,29,-1
12,29,-1
12,29,-1
10,29,-1
10,29,-1
10,29,-1
10,29,-1
10,29,-1
10,29,-1
10,29,-1
10,29,-1
10,29,-1
10,29,-1
8,29,-1
8,29,-1
8,29,-1
8,29,-1
8,29,-1
8,29,-1
8,29,-1
8,29,-1
8,29,-1
8,29,-1
6,29,-1
6,29,-1
6,29,-1
6,29,-1
6,29,-1
6,29,-1
6,29,-1
6,29,-1
6,29,-1
6,29,-1
4,29,-1
4,29,-1
4,29,-1
4,29,-1
4,29,-1
4,29,-1
4,29,-1
4,29,-1
4,29,-1
4,29,-1
2,29,-1
2,29,-1
2,29,-1
2,29,-1
2,29,-1
2,29,-1
2,29,-1
2,29,-1
2,29,-1
2,29,-1
0,29,-1
0,29,-1
0,29,-1
0,29,-1
0,29,-1
0,29,-1
0,29,-1
0,29,-1
0,29,-1
0,29,-1
-1,28,-1
-1,28,-1
-1,28,-1
-1,28,-1
-1,28,-1
-1,28,-1
-1,28,-1
-1,28,-1
-1,28,-1
-1,28,-1
-1,26,-1
-1,26,-1
-1,26,-1
-1,26,-1
-1,26,-1
-1,26,-1
-1,26,-1
-1,26,-1
-1,26,-1
-1,26,-1
-1,24,-1
-1,24,-1
-1,24,-1
-1,24,-1
-1,24,-1
-1,24,-1
