29,5,-1
29,5,-1
29,5,-1
29,5,-1
29,5,-1
29,5,-1
29,5,-1
29,5,-1
29,5,-1
29,5,-1
29,9,-1
29,9,-1
29,9,-1
29,9,-1
29,9,-1
29,9,-1
29,9,-1
29,9,-1
29,9,-1
29,9,-1
29,13,-1
29,13,-1
29,13,-1
29,13,-1
29,13,-1
29,13,-1
29,13,-1
29,13,-1
29,13,-1
29,13,-1
29,17,-1
29,17,-1
29,17,-1
29,17,-1
29,17,-1
29,17,-1
29,17,-1
29,17,-1
29,17,-1
29,17,-1
29,21,-1
29,21,-1
29,21,-1
29,21,-1
29,21,-1
29,21,-1
29,21,-1
29,21,-1
29,21,-1
29,21,-1
29,25,-1
29,25,-1
29,25,-1
29,25,-1
29,25,-1
29,25,-1
29,25,-1
29,25,-1
29,25,-1
29,25,-1
28,28,-1
28,28,-1
28,28,-1
28,28,-1
28,28,-1
28,28,-1
28,28,-1
28,28,-1
28,28,-1
28,28,-1
24,28,-1
24,28,-1
24,28,-1
24,28,-1
24,28,-1
24,28,-1
24,28,-1
24,28,-1
24,28,-1
24,28,-1
20,28,-1
20,28,-1
20,28,-1
20,28,-1
20,28,-1
20,28,-1
20,28,-1
20,28,-1
20,28,-1
20,28,-1
16,28,-1
16,28,-1
16,28,-1
16,28,-1
16,28,-1
16,28,-1
16,28,-1
16,28,-1
16,28,-1
16,28,-1
12,28,-1
12,28,-1
12,28,-1
12,28,-1
12,28,-1
12,28,-1
12,28,-1
12,28,-1
12,28,-1
12,28,-1
8,28,-1
8,28,-1
8,28,-1
8,28,-1
8,28,-1
8,28,-1
8,28,-1
8,28,-1
8,28,-1
8,28,-1
4,28,-1
4,28,-1
4,28,-1
4,28,-1
4,28,-1
4,28,-1
4,28,-1
4,28,-1
4,28,-1
4,28,-1
0,28,-1
0,28,-1
0,28,-1
0,28,-1
0,28,-1
0,28,-1
0,28,-1
0,28,-1
0,28,-1
0,28,-1
0,24,-1
0,24,-1
0,24,-1
0,24,-1
0,24,-1
0,24,-1
0,24,-1
0,24,-1
0,24,-1
0,24,-1
0,20,-1
0,20,-1
0,20,-1
0,20,-1
0,20,-1
0,20,-1
0,20,-1
0,20,-1
0,20,-1
0,20,-1
0,16,-1
0,16,-1
0,16,-1
0,16,-1
0,16,-1
0,16,-1
0,16,-1
0,16,-1
0,16,-1
0,16,-1
0,12,-1
0,12,-1
0,12,-1
0,12,-1
0,12,-1
0,12,-1
0,12,-1
0,12,-1
0,12,-1
0,12,-1
0,8,-1
0,8,-1
0,8,-1
0,8,-1
0,8,-1
0,8,-1
0,8,-1
0,8,-1
0,8,-1
0,8,-1
0,4,-1
0,4,-1
0,4,-1
0,4,-1
0,4,-1
0,4,-1
0,4,-1
0,4,-1
0,4,-1
0,4,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
