-45,-51,-49,-72,-75,100,-67,-62,-46,-64,-74,-89,-83,-90,-51,-68,-72,-76,-62,-72
-48,-57,-49,-71,-70,100,-53,-64,-43,-56,-68,-90,-82,-85,-53,-70,-67,-77,-63,-72
-44,-50,-51,-75,-75,100,-66,-62,-45,-64,-74,-89,-82,-84,-51,-65,-73,-82,-61,-72
-48,-57,-49,-70,-70,100,-53,-61,-42,-57,-69,-90,-82,-89,-51,-65,-70,-77,-63,-72
-44,-49,-52,-74,-74,100,-65,-62,-45,-67,-69,-90,100,-84,-52,-68,-71,-83,-61,-71
-48,-58,-52,-72,-71,100,-53,-61,-54,-56,-69,-92,-84,-84,-51,-70,-68,-77,-63,-71
-44,-48,-56,-72,-73,100,-65,-62,-49,-64,-71,-93,-77,-89,-53,-66,-75,-83,-66,-73
-48,-58,-49,-72,-75,100,-53,-61,-46,-58,-71,-90,-77,-84,-56,-71,-69,-77,-60,-72
-44,-49,-52,-76,-77,-89,-66,-61,-50,-65,-72,-90,-77,-89,-53,-66,-72,-77,-63,-72
-48,-57,-52,-72,-71,-89,-53,-60,-43,-58,-72,-91,-77,-84,-51,-68,-68,-77,-61,-73
-51,-65,-58,-78,-77,100,-83,100,-65,-59,-84,100,-86,100,-54,-65,-71,-88,-60,-78
-49,-69,-62,-78,-75,100,-74,100,-58,-62,-82,100,-86,100,-52,-58,-73,-88,-61,-72
-54,-64,-59,-77,-76,-90,-82,-86,-58,-58,-82,100,-83,100,-56,-64,-74,-86,-58,-72
-48,-69,-62,-77,-74,-90,-71,-82,-50,-63,-82,100,-84,100,-52,-57,-73,-86,-62,-73
-53,-62,-59,-75,-77,-92,-79,-82,-40,-63,-83,100,-81,100,-56,-68,-71,-89,-61,-73
-48,-69,-65,-78,-74,-92,-71,-82,-56,-62,-84,100,-87,100,-53,-58,-73,-89,-60,-71
-51,-65,-59,-76,-77,-92,-84,100,-56,-58,-82,100,-87,100,-52,-70,-69,-89,-63,-75
-49,-68,-63,-79,-76,100,-72,100,-50,-60,-83,100,-85,100,-54,-57,-76,100,-61,-72
-51,-63,-59,-76,-77,-92,-72,100,-50,-58,-80,100,-85,100,-54,-65,-72,-88,-62,-79
-49,-69,-63,-79,-75,-90,-72,100,-49,-63,-82,100,-83,100,-53,-58,-75,-88,-61,-72
-59,-64,-47,-71,-75,100,-74,100,-65,-69,-77,100,-89,100,-46,-65,-64,-89,-59,-83
-62,-70,-48,-71,-72,100,-74,100,-56,-70,-78,100,-88,100,-53,-63,-73,-86,-67,-73
-59,-64,-47,-69,-74,100,-75,100,-65,-67,-83,100,-88,100,-45,-67,-66,-86,-60,-82
-60,-70,-49,-72,-70,100,-80,100,-60,-69,-85,100,-87,100,-56,-60,-70,-87,-64,-73
-58,-64,-47,-71,-74,100,-75,100,-55,-68,-84,100,-87,100,-46,-61,-63,-90,-61,-82
-61,-69,-48,-72,-72,-91,-75,100,-55,-76,-84,100,-89,100,-52,-59,-69,-86,-67,-72
-58,-64,-47,-70,-74,-91,-74,100,-53,-68,-84,100,-89,100,-46,-64,-64,-86,-60,-82
-60,-70,-49,-69,-72,-91,-78,100,-62,-75,100,100,-90,100,-53,-65,-73,-86,-67,-73
-59,-65,-47,-69,-77,100,-75,100,-53,-68,100,100,-90,100,-46,-62,-63,-89,-60,-83
-61,-70,-48,-72,-71,100,-78,100,-58,-70,-79,100,-90,100,-53,-63,-70,-86,-67,-73
-60,-73,-48,-64,-72,-87,-75,100,-68,-77,-79,-94,100,100,-41,-57,-66,-87,-69,-74
-54,-68,-47,-66,-67,-88,-71,100,-60,-68,-79,-94,100,100,-42,-62,-64,-87,-62,-74
-62,-73,-50,-65,-72,-89,-75,100,-72,-75,-85,-94,100,100,-40,-49,-69,-86,-71,-73
-57,-69,-46,-70,-67,-86,-74,100,-60,-68,-78,100,100,100,-40,-60,-65,-89,-61,-74
-62,-72,-50,-65,-73,-89,-76,100,-60,-74,-81,-94,100,100,-41,-54,-69,-88,-70,-74
-54,-69,-47,-71,-67,-87,-74,100,-60,-66,-78,-94,100,100,-40,-63,-64,-87,-61,-74
-62,-73,-47,-65,-72,-87,-77,100,-67,-77,-84,-93,100,100,-41,-51,-68,-88,-70,-74
-55,-69,-47,-70,-64,-87,-72,100,-60,-67,-77,-93,100,100,-41,-64,-63,-88,-63,-74
-55,-69,-46,-72,-66,-89,-74,100,-62,-68,-80,-93,100,100,-40,-62,-63,-90,-65,-74
-61,-73,-50,-66,-72,-87,-75,100,-67,-77,-90,-93,100,100,-40,-51,-71,-87,-71,-74
-52,-71,-41,-73,-62,-76,-75,100,-64,-84,-81,100,100,100,-47,-46,-68,-85,-68,-77
-57,-67,-39,-59,-61,-76,-68,100,-68,-72,-79,100,100,100,-37,-47,-65,-85,-72,-76
-51,-71,-42,-73,-62,-76,-75,100,-68,-72,-79,100,100,100,-46,-46,-68,-85,-68,-79
-59,-67,-39,-59,-61,-77,-68,100,-68,-72,-80,100,100,100,-38,-46,-65,-84,-72,-77
-51,-71,-40,-69,-62,-75,-75,100,-64,-82,-77,100,100,100,-47,-46,-68,-84,-68,-75
-58,-67,-39,-60,-63,-76,-68,100,-64,-73,-80,100,100,100,-38,-46,-64,-84,-72,-76
-52,-71,-41,-67,-63,-75,-76,100,-64,-82,-78,100,100,100,-47,-46,-68,-84,-68,-79
-59,-67,-39,-60,-60,-76,-68,100,-64,-73,-81,100,100,100,-38,-46,-65,-84,-72,-76
-52,-71,-41,-66,-63,-75,-75,100,-64,-82,-76,100,100,100,-47,-46,-68,-90,-68,-79
-59,-67,-39,-60,-60,-77,-69,100,-68,-72,-80,100,100,100,-38,-47,-64,-85,-71,-78
-53,-69,-44,-60,-47,-73,-78,100,-77,-82,-87,100,100,100,-49,-53,-65,-88,-65,-75
-53,-75,-37,-60,-46,-75,-78,100,-77,-81,-87,100,100,100,-48,-65,-66,-86,-70,-79
-53,-69,-44,-60,-47,-72,-77,100,-78,-81,-86,100,100,100,-49,-53,-64,-88,-65,-74
-54,-74,-36,-61,-46,-75,-76,100,-70,-81,-86,100,100,100,-48,-66,-67,-86,-71,-80
-55,-71,-45,-60,-47,-69,-79,100,-70,-83,-90,100,100,100,-49,-55,-67,-85,-67,-74
-53,-75,-38,-64,-47,-79,-76,100,-72,-82,-90,100,100,100,-48,-62,-66,-87,-72,-78
-55,-69,-44,-59,-47,-70,-77,100,-72,-84,-85,100,-86,100,-48,-56,-68,-87,-64,-76
-51,-71,-37,-62,-46,-70,-76,100,-72,-79,-85,100,-86,100,-45,-62,-68,-87,-70,-79
-54,-70,-45,-59,-47,-70,-80,100,-76,-84,-87,100,-86,100,-49,-55,-66,-87,-66,-76
-52,-73,-36,-62,-46,-72,-76,100,-67,-83,-87,100,100,100,-46,-61,-66,-86,-68,-78
-63,-73,-39,-52,-55,-78,-76,100,-80,-80,-79,100,-86,100,-51,-62,-53,-78,-70,-88
-55,-73,-47,-56,-53,-78,-64,100,-72,-87,-80,100,-86,100,-47,-59,-55,-85,-65,-79
-63,-74,-40,-49,-55,-79,-76,100,-72,-80,-80,100,100,100,-50,-61,-53,-78,-71,-87
-55,-73,-47,-56,-53,-68,-64,100,-72,-85,-81,100,-85,100,-47,-59,-54,-85,-65,-78
-63,-72,-39,-49,-54,-79,-77,100,100,-79,-80,100,-85,100,-50,-61,-53,-78,-70,-87
-56,-73,-47,-56,-53,-67,-65,100,-73,-85,-80,100,-84,100,-48,-59,-54,-84,-64,-80
-62,-73,-39,-51,-54,-79,-76,100,-78,-79,-80,100,-84,100,-50,-60,-54,-79,-71,-85
-56,-73,-47,-55,-53,-67,-65,100,-71,-84,-80,100,-84,100,-48,-59,-54,-83,-64,-78
-64,-73,-39,-54,-55,-78,-77,100,-76,-79,-81,100,100,100,-50,-62,-53,-79,-71,-83
-56,-73,-47,-55,-53,-67,-65,100,-71,-85,-78,100,100,100,-46,-60,-54,-83,-64,-79
-58,-71,-35,-52,-46,-65,-73,100,-62,-80,-84,100,-88,100,-47,-55,-54,-79,-61,-75
-56,-73,-35,-57,-50,-70,-65,100,-67,-78,-84,100,-85,100,-48,-49,-58,-81,-61,-79
-61,-70,-33,-51,-48,-66,-71,100,-59,-79,-84,100,-85,100,-48,-51,-59,-75,-63,-76
-57,-76,-38,-63,-48,-72,-66,100,-60,-75,100,100,-85,100,-46,-46,-59,-75,-62,-76
-60,-70,-33,-50,-47,-65,-71,100,-63,-82,100,100,100,100,-48,-55,-57,-78,-63,-77
-56,-74,-39,-60,-48,-72,-68,-90,-66,-75,-84,100,-83,100,-48,-49,-61,-80,-62,-80
-60,-71,-34,-47,-47,-66,-73,-90,-78,-82,-83,100,-87,100,-48,-51,-55,-76,-62,-77
-55,-71,-37,-61,-49,-72,-68,-90,-61,-76,-83,100,-87,100,-48,-48,-57,-84,-60,-78
-60,-71,-34,-49,-47,-66,-73,100,-59,-83,-84,100,-87,100,-48,-56,-57,-76,-62,-77
-56,-71,-36,-62,-47,-72,-67,100,-59,-76,-85,100,100,100,-47,-49,-57,-80,-60,-78
-67,-73,-47,-47,-55,-67,-71,100,-67,-73,-83,100,100,100,-50,-62,-48,-78,-69,-78
-61,-76,-37,-51,-47,-76,-68,100,-67,-70,-79,100,100,100,-49,-66,-53,-77,-67,-80
-68,-76,-46,-48,-55,-67,-73,-91,-68,-73,-84,100,-85,100,-51,-63,-48,-77,-67,-79
-62,-76,-38,-51,-47,-67,-69,-91,-65,-69,-80,100,-88,100,-49,-66,-48,-77,-67,-80
-67,-73,-46,-48,-54,-65,-71,-91,-67,-72,-83,100,-85,100,-51,-63,-49,-79,-69,-78
-62,-76,-38,-53,-47,-77,-68,100,-67,-68,-82,100,-85,100,-50,-64,-49,-77,-69,-79
-68,-73,-48,-47,-56,-66,-71,100,-68,-73,-83,100,-85,100,-50,-61,-49,-79,-69,-78
-61,-75,-38,-48,-48,-78,-68,100,-67,-69,-81,100,-85,100,-50,-59,-49,-77,-67,-79
-68,-74,-47,-46,-58,-64,-71,-93,-66,-74,-82,100,-88,100,-52,-64,-49,-77,-70,-77
-62,-75,-39,-47,-48,-74,-68,-91,-66,-70,-82,100,-88,100,-50,-58,-49,-81,-66,-77
-74,-89,-45,-54,-47,-62,-70,100,-82,-90,-74,-92,-80,100,-48,-69,-46,-77,-80,-92
-77,-89,-48,-63,-47,-60,-55,100,-80,-87,-75,-92,-83,-95,-49,-63,-51,-74,-79,-89
-75,-87,-46,-55,-48,-61,-66,100,-78,-91,-78,-92,-83,-95,-48,-67,-46,-72,-78,-93
-76,-91,-49,-62,-48,-60,-54,100,-81,-87,-78,-90,-83,-93,-49,-61,-53,-78,-78,-89
