Date, Signal(dBm), Channel, Security, PHY Mode
2020-10-03 14:29:46 +08:00, start
2020-10-03 14:29:46 +08:00, -62, 11-1, WPA2 Personal, n
2020-10-03 14:29:48 +08:00, -57, 11-1, WPA2 Personal, n
2020-10-03 14:29:53 +08:00, -63, 11-1, WPA2 Personal, n
2020-10-03 14:29:58 +08:00, -61, 11-1, WPA2 Personal, n
2020-10-03 14:29:58 +08:00, pause
2020-10-03 14:30:15 +08:00, resume
2020-10-03 14:30:15 +08:00, -63, 11-1, WPA2 Personal, n
2020-10-03 14:30:18 +08:00, -63, 11-1, WPA2 Personal, n
2020-10-03 14:30:23 +08:00, -65, 11-1, WPA2 Personal, n
2020-10-03 14:30:28 +08:00, -64, 11-1, WPA2 Personal, n
2020-10-03 14:30:33 +08:00, -60, 11-1, WPA2 Personal, n
2020-10-03 14:30:40 +08:00, -64, 11-1, WPA2 Personal, n
2020-10-03 14:30:43 +08:00, -59, 11-1, WPA2 Personal, n
2020-10-03 14:30:48 +08:00, -65, 11-1, WPA2 Personal, n
2020-10-03 14:30:53 +08:00, -60, 11-1, WPA2 Personal, n
2020-10-03 14:30:58 +08:00, -65, 11-1, WPA2 Personal, n
2020-10-03 14:31:05 +08:00, -59, 11-1, WPA2 Personal, n
2020-10-03 14:31:08 +08:00, -64, 11-1, WPA2 Personal, n
2020-10-03 14:31:13 +08:00, -62, 11-1, WPA2 Personal, n
2020-10-03 14:31:18 +08:00, -59, 11-1, WPA2 Personal, n
2020-10-03 14:31:18 +08:00, pause
2020-10-03 14:31:34 +08:00, resume
2020-10-03 14:31:34 +08:00, -67, 11-1, WPA2 Personal, n
2020-10-03 14:31:41 +08:00, -52, 11-1, WPA2 Personal, n
2020-10-03 14:31:44 +08:00, -66, 11-1, WPA2 Personal, n
2020-10-03 14:31:49 +08:00, -52, 11-1, WPA2 Personal, n
2020-10-03 14:31:54 +08:00, -71, 11-1, WPA2 Personal, n
2020-10-03 14:31:59 +08:00, -50, 11-1, WPA2 Personal, n
2020-10-03 14:32:06 +08:00, -68, 11-1, WPA2 Personal, n
2020-10-03 14:32:09 +08:00, -51, 11-1, WPA2 Personal, n
2020-10-03 14:32:14 +08:00, -69, 11-1, WPA2 Personal, n
2020-10-03 14:32:19 +08:00, -52, 11-1, WPA2 Personal, n
2020-10-03 14:32:24 +08:00, -67, 11-1, WPA2 Personal, n
