Date, Signal(dBm), Channel, Security, PHY Mode
2020-10-08 18:46:23 +08:00, start
2020-10-08 18:46:23 +08:00, -76, 2+1, WPA2 Personal, n
2020-10-08 18:46:26 +08:00, -69, 2+1, WPA2 Personal, n
2020-10-08 18:46:31 +08:00, -76, 2+1, WPA2 Personal, n
2020-10-08 18:46:36 +08:00, -68, 2+1, WPA2 Personal, n
2020-10-08 18:46:41 +08:00, -77, 2+1, WPA2 Personal, n
2020-10-08 18:46:47 +08:00, -73, 2+1, WPA2 Personal, n
2020-10-08 18:46:51 +08:00, -73, 2+1, WPA2 Personal, n
2020-10-08 18:46:56 +08:00, -75, 2+1, WPA2 Personal, n
2020-10-08 18:47:01 +08:00, -77, 2+1, WPA2 Personal, n
2020-10-08 18:47:06 +08:00, -75, 2+1, WPA2 Personal, n
2020-10-08 18:47:12 +08:00, -72, 2+1, WPA2 Personal, n
2020-10-08 18:47:16 +08:00, -72, 2+1, WPA2 Personal, n
2020-10-08 18:47:21 +08:00, -72, 2+1, WPA2 Personal, n
2020-10-08 18:47:26 +08:00, -73, 2+1, WPA2 Personal, n
2020-10-08 18:47:26 +08:00, pause
2020-10-08 18:47:43 +08:00, resume
2020-10-08 18:47:43 +08:00, -74, 2+1, WPA2 Personal, n
2020-10-08 18:47:49 +08:00, -78, 2+1, WPA2 Personal, n
2020-10-08 18:47:53 +08:00, -74, 2+1, WPA2 Personal, n
2020-10-08 18:47:58 +08:00, -70, 2+1, WPA2 Personal, n
2020-10-08 18:48:03 +08:00, -73, 2+1, WPA2 Personal, n
2020-10-08 18:48:08 +08:00, -69, 2+1, WPA2 Personal, n
2020-10-08 18:48:14 +08:00, -73, 2+1, WPA2 Personal, n
2020-10-08 18:48:18 +08:00, -73, 2+1, WPA2 Personal, n
2020-10-08 18:48:23 +08:00, -73, 2+1, WPA2 Personal, n
2020-10-08 18:48:28 +08:00, -73, 2+1, WPA2 Personal, n
2020-10-08 18:48:33 +08:00, -75, 2+1, WPA2 Personal, n
2020-10-08 18:48:39 +08:00, -69, 2+1, WPA2 Personal, n
