-45,-56,-52,-76,-73,100,-67,-69,-46,-67,-64,-82,-83,-88,-50,-69,-74,-81,-54,-71
-42,-44,-53,-77,-79,100,-54,-68,-55,-62,-73,-84,-78,-85,-53,-62,-71,-81,-62,-67
-47,-56,-54,-74,-74,100,-63,-67,-41,-68,-62,-81,-80,-88,-50,-66,-72,-82,-62,-67
-42,-41,-54,-79,-78,100,-55,-67,-59,-65,-71,-89,-80,-92,-51,-62,-75,-83,-59,-67
-40,-49,-55,-77,-73,100,-69,-71,-51,-71,-66,-79,-80,-86,-50,-72,-75,-81,-56,-75
-41,-42,-57,-78,-81,100,-55,-70,-60,-65,-71,-82,-80,-89,-53,-63,-72,-82,-61,-67
-45,-59,-52,-75,-72,100,-73,-69,-43,-69,-65,-80,-80,-82,-51,-75,-75,-83,-51,-67
-44,-44,-50,-75,-81,100,-54,-67,-44,-63,-65,-87,-76,-88,-53,-63,-72,-84,-62,-67
-46,-59,-54,-77,-74,100,-63,-72,-49,-69,-61,-80,-76,-82,-50,-72,-74,-84,-53,-67
-45,-46,-52,-75,-79,100,-54,-68,-44,-65,-70,-84,-78,-87,-54,-63,-71,-83,-61,-69
-48,-63,-52,-77,-83,100,-61,-75,-44,-59,-80,-95,-72,-79,-62,-66,-75,-84,-60,-74
-48,-64,-58,-76,-77,100,-58,-74,-53,-59,-76,-95,-83,-81,-53,-68,-73,-84,-59,-76
-47,-59,-50,-78,-79,-92,-56,-77,-50,-57,-80,-93,-74,-77,-64,-64,-73,-84,-59,-74
-50,-65,-54,-74,-78,-92,-59,-76,-49,-62,-80,-95,-83,-82,-50,-65,-73,-90,-62,-75
-44,-59,-53,-81,-79,-92,-59,-79,-40,-56,-80,-94,-71,-80,-60,-64,-72,-87,-62,-77
-50,-64,-56,-74,-79,100,-59,-77,-51,-62,-80,-94,-71,-82,-50,-64,-73,-91,-60,-75
-48,-61,-52,-74,-81,100,-57,-75,-32,-62,-80,-94,-76,-80,-63,-66,-73,-91,-63,-73
-49,-64,-53,-73,-78,100,-58,-75,-47,-61,100,-95,-76,-83,-49,-65,-72,-91,-58,-75
-48,-61,-52,-78,-80,100,-55,-75,-53,-57,100,-95,-75,-78,-63,-67,-73,100,-65,-71
-48,-65,-53,-75,-78,100,-59,-71,-48,-62,-79,-95,-75,-84,-49,-65,-73,-92,-61,-76
-49,-65,-61,-75,-79,100,-75,-87,-45,-63,-80,100,-85,100,-51,-66,-78,100,-66,-81
-51,-70,-57,-84,-86,100,-77,-82,-45,-62,-83,100,-88,100,-49,-67,-78,100,-66,-74
-49,-66,-58,-77,-79,-95,-74,-84,-48,-63,-83,100,-88,100,-51,-64,-78,100,-66,-81
-50,-71,-58,-78,-86,-95,-78,-84,-49,-62,-84,100,-85,100,-50,-65,-77,100,-73,-75
-50,-65,-56,-76,-78,-95,-75,-85,-53,-63,-84,100,-86,100,-52,-65,-79,100,-66,-80
-50,-70,-57,-81,-86,100,-78,-84,-49,-62,-86,100,-85,100,-48,-66,-78,100,-72,-75
-49,-65,-58,-75,-78,100,-76,-84,-48,-63,-86,100,-85,100,-52,-65,-80,100,-67,-81
-52,-70,-57,-79,-86,100,-77,-85,-49,-64,-68,100,-85,100,-49,-67,-77,100,-73,-75
-51,-65,-58,-75,-82,-95,-75,-88,-44,-62,-68,-94,100,100,-51,-65,-75,100,-64,-81
-49,-70,-55,-79,-85,-95,-79,-84,-44,-65,-68,-94,-85,100,-48,-67,-79,-90,-73,-75
-64,-72,-50,-74,-83,-88,-75,-85,-67,-67,-89,-92,-88,100,-52,-53,-70,100,-64,-78
-63,-72,-47,-72,-75,-92,-78,-90,-52,-71,100,-92,100,100,-43,-57,-67,100,-69,-82
-61,-72,-51,-76,-82,-87,-78,-87,-52,-69,-85,-86,100,100,-39,-55,-70,100,-65,-77
-61,-72,-47,-74,-79,-87,-77,-90,-54,-70,-83,-93,100,100,-47,-59,-69,-93,-68,-77
-61,-73,-47,-75,-82,-87,-77,-87,-73,-69,-84,-86,100,100,-40,-55,-71,-93,-65,-77
-60,-72,-48,-73,-73,-89,-76,-90,-54,-70,-84,-92,100,100,-46,-55,-71,-93,-68,-77
-61,-73,-51,-76,-73,-86,-77,-87,-75,-67,-84,-92,100,100,-42,-55,-70,100,-64,-77
-59,-72,-47,-73,-78,-86,-77,-89,-53,-70,-84,-92,100,100,-47,-53,-68,100,-68,-83
-62,-73,-51,-77,-81,-87,-75,-87,-67,-67,100,-93,100,100,-41,-50,-69,-89,-64,-83
-57,-71,-47,-71,-76,-87,-78,-91,-51,-73,-84,-93,100,100,-46,-57,-68,-89,-69,-79
-64,-72,-43,-62,-71,-87,-72,-89,-62,-74,-77,-89,-84,100,-32,-47,-69,-85,-63,-71
-70,-71,-41,-65,-74,-87,-77,-89,-62,-74,-77,-90,100,100,-36,-55,-71,-88,-68,-67
-63,-72,-43,-63,-72,-87,-76,-89,-66,-74,-80,-94,-84,100,-33,-49,-69,-85,-63,-73
-69,-73,-41,-63,-74,-87,-76,100,-72,-73,-80,-88,-84,100,-37,-54,-70,-88,-69,-67
-63,-73,-43,-64,-71,-86,-77,100,-66,-79,-79,-91,-84,100,-34,-48,-69,-85,-62,-73
-70,-70,-42,-65,-73,-86,-77,100,-64,-74,-89,-90,100,100,-37,-54,-69,-85,-67,-67
-63,-71,-44,-66,-72,-87,-76,-90,-63,-75,-78,-91,100,100,-33,-48,-70,-86,-62,-72
-70,-74,-41,-64,-70,-87,-77,-90,-64,-73,-88,-89,100,100,-37,-52,-68,-85,-65,-67
-62,-72,-43,-67,-71,-88,-74,-90,-66,-80,-79,-92,-84,100,-33,-49,-68,-85,-63,-72
